rank,company,posting_records,share_of_records,cumulative_share
466,iHeartMedia,4,0.00041021433699107784,0.701056301917752
467,Sarasota County,4,0.00041021433699107784,0.7014665162547431
468,CoStar Group,4,0.00041021433699107784,0.7018767305917342
469,Red Hat,4,0.00041021433699107784,0.7022869449287252
470,Medtronic,4,0.00041021433699107784,0.7026971592657163
471,BDO Canada,4,0.00041021433699107784,0.7031073736027074
472,Veeam Software,4,0.00041021433699107784,0.7035175879396985
473,NBCUniversal,4,0.00041021433699107784,0.7039278022766896
474,Investment Management Corporation of Ontario,4,0.00041021433699107784,0.7043380166136807
475,Snorkel AI,4,0.00041021433699107784,0.7047482309506717
476,Peter Millar,4,0.00041021433699107784,0.7051584452876628
477,JMP Statistical Discovery,4,0.00041021433699107784,0.7055686596246539
478,Exiger,4,0.00041021433699107784,0.7059788739616449
479,LexisNexis Risk Solutions,4,0.00041021433699107784,0.706389088298636
480,Veeva Systems,4,0.00041021433699107784,0.7067993026356271
481,Amcor,4,0.00041021433699107784,0.7072095169726182
482,Prudential Financial,4,0.00041021433699107784,0.7076197313096093
483,SailPoint,4,0.00041021433699107784,0.7080299456466004
484,RSM,4,0.00041021433699107784,0.7084401599835914
485,Blue Origin,4,0.00041021433699107784,0.7088503743205825
486,Alcon,4,0.00041021433699107784,0.7092605886575736
487,PennState University,4,0.00041021433699107784,0.7096708029945646
488,SharkNinja,4,0.00041021433699107784,0.7100810173315557
489,Dark Wolf Solutions,4,0.00041021433699107784,0.7104912316685468
490,Copeland,4,0.00041021433699107784,0.7109014460055378
491,Graphcore,4,0.00041021433699107784,0.711311660342529
492,Dordt University,4,0.00041021433699107784,0.7117218746795201
493,GoodRx,4,0.00041021433699107784,0.7121320890165111
494,Accenture,4,0.00041021433699107784,0.7125423033535022
495,DraftKings,4,0.00041021433699107784,0.7129525176904933
496,Nestle,4,0.00041021433699107784,0.7133627320274843
497,Aristocrat Leisure,4,0.00041021433699107784,0.7137729463644754
498,EQ Bank,4,0.00041021433699107784,0.7141831607014665
499,Nissan Global,4,0.00041021433699107784,0.7145933750384575
500,Anduril,4,0.00041021433699107784,0.7150035893754487
501,Maersk,4,0.00041021433699107784,0.7154138037124398
502,Greenheck Group,4,0.00041021433699107784,0.7158240180494309
503,Regal Rexnord,4,0.00041021433699107784,0.7162342323864219
504,AtkinsRéalis,4,0.00041021433699107784,0.716644446723413
505,Breeze Airways,4,0.00041021433699107784,0.717054661060404
506,XPO,4,0.00041021433699107784,0.7174648753973951
507,Blue Cross and Blue Shield of Minnesota,4,0.00041021433699107784,0.7178750897343862
508,The Trade Desk,4,0.00041021433699107784,0.7182853040713773
509,AutoNation,4,0.00041021433699107784,0.7186955184083684
510,T. Rowe Price,4,0.00041021433699107784,0.7191057327453595
511,Protech Automotive Solutions,4,0.00041021433699107784,0.7195159470823506
512,ConnectPrep,4,0.00041021433699107784,0.7199261614193416
513,BJ's Wholesale Club,4,0.00041021433699107784,0.7203363757563327
514,Clorox,4,0.00041021433699107784,0.7207465900933238
515,Vanguard,4,0.00041021433699107784,0.7211568044303148
516,Intrinsic,4,0.00041021433699107784,0.7215670187673059
517,Ameresco,4,0.00041021433699107784,0.721977233104297
518,CoorsTek,4,0.00041021433699107784,0.722387447441288
519,Denver,4,0.00041021433699107784,0.7227976617782792
520,Epicor,4,0.00041021433699107784,0.7232078761152703
521,Oshkosh,4,0.00041021433699107784,0.7236180904522613
522,Deluxe,4,0.00041021433699107784,0.7240283047892524
523,Bree,4,0.00041021433699107784,0.7244385191262435
524,Vanasse Hangen Brustlin (VHB),4,0.00041021433699107784,0.7248487334632345
525,IDEXX,4,0.00041021433699107784,0.7252589478002256
526,Duke Energy,4,0.00041021433699107784,0.7256691621372167
527,Viatris,4,0.00041021433699107784,0.7260793764742077
528,Citco,4,0.00041021433699107784,0.7264895908111989
529,Radiance Technologies,4,0.00041021433699107784,0.72689980514819
530,Argonne National Laboratory,4,0.00041021433699107784,0.727310019485181
531,Cirrus Logic,4,0.00041021433699107784,0.7277202338221721
532,Liberty University,4,0.00041021433699107784,0.7281304481591632
533,The Wonderful Company,4,0.00041021433699107784,0.7285406624961542
534,Xylem,4,0.00041021433699107784,0.7289508768331453
535,Halliburton,4,0.00041021433699107784,0.7293610911701364
536,Sargent & Lundy,4,0.00041021433699107784,0.7297713055071274
537,New York Post Holdings,4,0.00041021433699107784,0.7301815198441185
538,Socure,4,0.00041021433699107784,0.7305917341811097
539,Equinix,4,0.00041021433699107784,0.7310019485181007
540,ACI Worldwide,4,0.00041021433699107784,0.7314121628550918
541,HRL Laboratories,4,0.00041021433699107784,0.7318223771920829
542,Nio,4,0.00041021433699107784,0.7322325915290739
543,iPipeline,4,0.00041021433699107784,0.732642805866065
544,AEG,4,0.00041021433699107784,0.7330530202030561
545,Solink,4,0.00041021433699107784,0.7334632345400471
546,LG Electronics,4,0.00041021433699107784,0.7338734488770382
547,Mass General Brigham,4,0.00041021433699107784,0.7342836632140294
548,Nextech Systems,4,0.00041021433699107784,0.7346938775510204
549,Solidigm,4,0.00041021433699107784,0.7351040918880115
550,Gamechanger,4,0.00041021433699107784,0.7355143062250026
551,Starz,4,0.00041021433699107784,0.7359245205619936
552,Judi Health,4,0.00041021433699107784,0.7363347348989847
553,Tandem Diabetes Care,4,0.00041021433699107784,0.7367449492359758
554,Riverside Research,4,0.00041021433699107784,0.7371551635729668
555,TRUMPF,4,0.00041021433699107784,0.7375653779099579
556,Cooper Companies,4,0.00041021433699107784,0.7379755922469491
557,Xcel Energy,4,0.00041021433699107784,0.7383858065839402
558,Age of Learning,4,0.00041021433699107784,0.7387960209209312
559,Impiricus,4,0.00041021433699107784,0.7392062352579223
560,AirCapture,4,0.00041021433699107784,0.7396164495949133
561,SitusAMC,4,0.00041021433699107784,0.7400266639319044
562,SiFive,4,0.00041021433699107784,0.7404368782688955
563,GEHA,4,0.00041021433699107784,0.7408470926058865
564,Hello Fresh,4,0.00041021433699107784,0.7412573069428776
565,Primerica,4,0.00041021433699107784,0.7416675212798687
566,Bot Auto,4,0.00041021433699107784,0.7420777356168599
567,Scientific Research Corporation,4,0.00041021433699107784,0.7424879499538509
568,Seurat Technologies,4,0.00041021433699107784,0.742898164290842
569,Acxiom,4,0.00041021433699107784,0.743308378627833
570,RA Capital Management,4,0.00041021433699107784,0.7437185929648241
571,EarnIn,4,0.00041021433699107784,0.7441288073018152
572,ATPCO,4,0.00041021433699107784,0.7445390216388063
573,WeRide,4,0.00041021433699107784,0.7449492359757973
574,Stride,4,0.00041021433699107784,0.7453594503127884
575,Axway,4,0.00041021433699107784,0.7457696646497796
576,By Light Professional IT Services,4,0.00041021433699107784,0.7461798789867706
577,XPENG Motors,4,0.00041021433699107784,0.7465900933237617
578,Phamily,4,0.00041021433699107784,0.7470003076607528
579,Zillow,4,0.00041021433699107784,0.7474105219977438
580,Base Power,4,0.00041021433699107784,0.7478207363347349
581,SHEIN,4,0.00041021433699107784,0.748230950671726
582,Magnite,4,0.00041021433699107784,0.748641165008717
583,Centene,3,0.0003076607527433084,0.7489488257614604
584,TransUnion,3,0.0003076607527433084,0.7492564865142036
585,Plexus,3,0.0003076607527433084,0.749564147266947
586,Virtu Financial,3,0.0003076607527433084,0.7498718080196903
587,Zip,3,0.0003076607527433084,0.7501794687724336
588,Figure,3,0.0003076607527433084,0.7504871295251769
589,Qualcomm,3,0.0003076607527433084,0.7507947902779202
590,Simons Foundation,3,0.0003076607527433084,0.7511024510306635
591,Calico Labs,3,0.0003076607527433084,0.7514101117834068
592,MKS Instruments,3,0.0003076607527433084,0.7517177725361501
593,Marsh,3,0.0003076607527433084,0.7520254332888935
594,Codal,3,0.0003076607527433084,0.7523330940416367
595,Modernizing Medicine,3,0.0003076607527433084,0.7526407547943801
596,Dominion Energy,3,0.0003076607527433084,0.7529484155471233
597,Airbus,3,0.0003076607527433084,0.7532560762998667
598,Fermilab,3,0.0003076607527433084,0.75356373705261
599,Docusign,3,0.0003076607527433084,0.7538713978053533
600,Walmart,3,0.0003076607527433084,0.7541790585580966
601,Vera Institute of Justice,3,0.0003076607527433084,0.7544867193108399
602,Clayton,3,0.0003076607527433084,0.7547943800635832
603,Rocket Lab USA,3,0.0003076607527433084,0.7551020408163265
604,FHLBank Atlanta,3,0.0003076607527433084,0.7554097015690698
605,Mercury Insurance,3,0.0003076607527433084,0.7557173623218132
606,Dairyland Power Cooperative,3,0.0003076607527433084,0.7560250230745564
607,Collaborative Robotics,3,0.0003076607527433084,0.7563326838272998
608,Arch Capital Group,3,0.0003076607527433084,0.756640344580043
609,United Therapeutics Corporation,3,0.0003076607527433084,0.7569480053327864
610,Apex Fintech Solutions,3,0.0003076607527433084,0.7572556660855297
611,National Information Solutions Cooperative (NISC),3,0.0003076607527433084,0.757563326838273
612,Apollo Global,3,0.0003076607527433084,0.7578709875910163
613,Two Six Technologies,3,0.0003076607527433084,0.7581786483437596
614,Broadridge,3,0.0003076607527433084,0.7584863090965029
615,Gilead Sciences,3,0.0003076607527433084,0.7587939698492462
616,Carpenter Technology,3,0.0003076607527433084,0.7591016306019895
617,Weston & Sampson,3,0.0003076607527433084,0.7594092913547329
618,Entrust,3,0.0003076607527433084,0.7597169521074761
619,Zurn Elkay Water Solutions,3,0.0003076607527433084,0.7600246128602195
620,Masimo,3,0.0003076607527433084,0.7603322736129627
621,TD Synnex,3,0.0003076607527433084,0.7606399343657061
622,Abbott,3,0.0003076607527433084,0.7609475951184493
623,APL Logistics,3,0.0003076607527433084,0.7612552558711927
624,QTS,3,0.0003076607527433084,0.761562916623936
625,Virtru,3,0.0003076607527433084,0.7618705773766793
626,Unity,3,0.0003076607527433084,0.7621782381294226
627,APEX Analytix,3,0.0003076607527433084,0.7624858988821659
628,American Express,3,0.0003076607527433084,0.7627935596349092
629,Cinemark Theatres,3,0.0003076607527433084,0.7631012203876526
630,Crusoe,3,0.0003076607527433084,0.7634088811403958
631,Crane Co.,3,0.0003076607527433084,0.7637165418931392
632,Arrowhead Pharmaceuticals,3,0.0003076607527433084,0.7640242026458824
633,Barry-Wehmiller,3,0.0003076607527433084,0.7643318633986258
634,Auto Club Group,3,0.0003076607527433084,0.764639524151369
635,U.S. Bank,3,0.0003076607527433084,0.7649471849041124
636,USAA,3,0.0003076607527433084,0.7652548456568558
637,Finra,3,0.0003076607527433084,0.765562506409599
638,Donaldson Company,3,0.0003076607527433084,0.7658701671623424
639,Audax Group,3,0.0003076607527433084,0.7661778279150856
640,Legrand,3,0.0003076607527433084,0.766485488667829
641,AAR,3,0.0003076607527433084,0.7667931494205722
642,British Columbia Investment,3,0.0003076607527433084,0.7671008101733156
643,Clearway Energy,3,0.0003076607527433084,0.7674084709260589
644,Acushnet Holdings,3,0.0003076607527433084,0.7677161316788021
645,Sonoco,3,0.0003076607527433084,0.7680237924315455
646,RESPEC,3,0.0003076607527433084,0.7683314531842887
647,Expedition Technology,3,0.0003076607527433084,0.7686391139370321
648,AriensCo,3,0.0003076607527433084,0.7689467746897755
649,Westgate Resorts,3,0.0003076607527433084,0.7692544354425187
650,Fulton Bank,3,0.0003076607527433084,0.7695620961952621
651,Nissan,3,0.0003076607527433084,0.7698697569480053
652,Triumph,3,0.0003076607527433084,0.7701774177007487
653,BlackSky,3,0.0003076607527433084,0.7704850784534919
654,American Bureau of Shipping,3,0.0003076607527433084,0.7707927392062353
655,Circle K,3,0.0003076607527433084,0.7711003999589786
656,Nuro,3,0.0003076607527433084,0.7714080607117219
657,BambooHR,3,0.0003076607527433084,0.7717157214644652
658,nVent,3,0.0003076607527433084,0.7720233822172085
659,AskBio,3,0.0003076607527433084,0.7723310429699518
660,DigitalOcean,3,0.0003076607527433084,0.772638703722695
661,Ercot,3,0.0003076607527433084,0.7729463644754384
662,Air Liquide,3,0.0003076607527433084,0.7732540252281818
663,United Wholesale Mortgage,3,0.0003076607527433084,0.773561685980925
664,Worthington Enterprises,3,0.0003076607527433084,0.7738693467336684
665,Acuity,3,0.0003076607527433084,0.7741770074864116
666,Veralto,3,0.0003076607527433084,0.774484668239155
667,Gametime,3,0.0003076607527433084,0.7747923289918983
668,Sarepta,3,0.0003076607527433084,0.7750999897446416
669,Sila Nanotechnologies,3,0.0003076607527433084,0.7754076504973849
670,Slate Auto,3,0.0003076607527433084,0.7757153112501282
671,"TKO Group Holdings, Inc",3,0.0003076607527433084,0.7760229720028715
672,Crum & Forster Insurance,3,0.0003076607527433084,0.7763306327556148
673,Celonis,3,0.0003076607527433084,0.7766382935083581
674,Redwood Materials,3,0.0003076607527433084,0.7769459542611015
675,OTR Solutions,3,0.0003076607527433084,0.7772536150138447
676,Legend Biotech,3,0.0003076607527433084,0.7775612757665881
677,Allegion,3,0.0003076607527433084,0.7778689365193313
678,PrizePicks,3,0.0003076607527433084,0.7781765972720747
679,Pluralsight,3,0.0003076607527433084,0.778484258024818
680,SupplyHouse.com,3,0.0003076607527433084,0.7787919187775613
681,Hunt Oil Company,3,0.0003076607527433084,0.7790995795303046
682,Twilio,3,0.0003076607527433084,0.7794072402830479
683,Mobilityware,3,0.0003076607527433084,0.7797149010357912
684,Atlas Energy Solutions,3,0.0003076607527433084,0.7800225617885345
685,Marigold,3,0.0003076607527433084,0.7803302225412778
686,Handshake,3,0.0003076607527433084,0.7806378832940212
687,Unisys,3,0.0003076607527433084,0.7809455440467644
688,Root Access,3,0.0003076607527433084,0.7812532047995078
689,Lasko Products,3,0.0003076607527433084,0.781560865552251
690,Spot & Tango,3,0.0003076607527433084,0.7818685263049944
691,SMX,3,0.0003076607527433084,0.7821761870577376
692,Strata Decision Technology,3,0.0003076607527433084,0.782483847810481
693,Roblox,3,0.0003076607527433084,0.7827915085632243
694,Aurora Innovation,3,0.0003076607527433084,0.7830991693159676
695,Sartorius,3,0.0003076607527433084,0.7834068300687109
696,Genuine Parts Company,3,0.0003076607527433084,0.7837144908214542
697,Masco,3,0.0003076607527433084,0.7840221515741975
698,Orthofix,3,0.0003076607527433084,0.7843298123269409
699,Rakuten International,3,0.0003076607527433084,0.7846374730796841
700,Stellant Systems,3,0.0003076607527433084,0.7849451338324275
701,Pitney Bowes,3,0.0003076607527433084,0.7852527945851707
702,King,3,0.0003076607527433084,0.7855604553379141
703,Activision-Blizzard,3,0.0003076607527433084,0.7858681160906573
704,ACLU Kentucky,3,0.0003076607527433084,0.7861757768434007
705,Akamai Technologies,3,0.0003076607527433084,0.786483437596144
706,doTERRA,3,0.0003076607527433084,0.7867910983488873
707,Artisan Partners,3,0.0003076607527433084,0.7870987591016306
708,Credit Acceptance Careers,3,0.0003076607527433084,0.7874064198543739
709,Etched,3,0.0003076607527433084,0.7877140806071172
710,G2,3,0.0003076607527433084,0.7880217413598605
711,Multiply Labs,3,0.0003076607527433084,0.7883294021126038
712,Nucor,3,0.0003076607527433084,0.7886370628653472
713,Calyxo,3,0.0003076607527433084,0.7889447236180904
714,Mohawk,3,0.0003076607527433084,0.7892523843708338
715,Kargo,3,0.0003076607527433084,0.789560045123577
716,Rigetti,3,0.0003076607527433084,0.7898677058763204
717,MAG Aerospace,3,0.0003076607527433084,0.7901753666290637
718,Pearson,3,0.0003076607527433084,0.790483027381807
719,Culture Biosciences,3,0.0003076607527433084,0.7907906881345503
720,Carbon Robotics,3,0.0003076607527433084,0.7910983488872936
721,Symbotic,3,0.0003076607527433084,0.7914060096400369
722,Fussball Club Cincinnati LLC (“FC Cincinnati”),3,0.0003076607527433084,0.7917136703927802
723,Global Relay,3,0.0003076607527433084,0.7920213311455235
724,Cboe,3,0.0003076607527433084,0.7923289918982669
725,Dentsu,3,0.0003076607527433084,0.7926366526510101
726,League,3,0.0003076607527433084,0.7929443134037535
727,Toshiba Global Commerce,3,0.0003076607527433084,0.7932519741564967
728,MassMutual Ascend,3,0.0003076607527433084,0.7935596349092401
729,Antora Energy,3,0.0003076607527433084,0.7938672956619834
730,Waystar,3,0.0003076607527433084,0.7941749564147267
731,Alarm.com,3,0.0003076607527433084,0.79448261716747
732,Trumid,3,0.0003076607527433084,0.7947902779202133
733,Sunwater Capital,3,0.0003076607527433084,0.7950979386729566
734,Span,3,0.0003076607527433084,0.7954055994256999
735,Lennox International,3,0.0003076607527433084,0.7957132601784432
736,Zeiss,3,0.0003076607527433084,0.7960209209311866
737,Agility Robotics,3,0.0003076607527433084,0.7963285816839298
738,Skechers,3,0.0003076607527433084,0.7966362424366732
739,Logitech,3,0.0003076607527433084,0.7969439031894164
740,Tilde Research,3,0.0003076607527433084,0.7972515639421598
741,Centerfield,3,0.0003076607527433084,0.797559224694903
742,zaimler,3,0.0003076607527433084,0.7978668854476464
743,Henry Schein,3,0.0003076607527433084,0.7981745462003897
744,Circle,3,0.0003076607527433084,0.798482206953133
745,Hayden AI,3,0.0003076607527433084,0.7987898677058763
746,Diligent Corporation,3,0.0003076607527433084,0.7990975284586196
747,Loblaw Companies,3,0.0003076607527433084,0.7994051892113629
748,Blue Cross and Blue Shield of Rhode Island,3,0.0003076607527433084,0.7997128499641063
749,Armada,3,0.0003076607527433084,0.8000205107168495
750,Ultra,3,0.0003076607527433084,0.8003281714695929
751,EisnerAmper,3,0.0003076607527433084,0.8006358322223361
752,StockX,3,0.0003076607527433084,0.8009434929750795
753,Cognex,3,0.0003076607527433084,0.8012511537278227
754,Smith+Nephew,3,0.0003076607527433084,0.8015588144805661
755,Locus Robotics,3,0.0003076607527433084,0.8018664752333095
756,Neuralink,3,0.0003076607527433084,0.8021741359860527
757,State of Nebraska,3,0.0003076607527433084,0.802481796738796
758,Signet Jewelers,3,0.0003076607527433084,0.8027894574915393
759,Sprinklr,3,0.0003076607527433084,0.8030971182442826
760,First Quality,3,0.0003076607527433084,0.8034047789970259
761,Point72,3,0.0003076607527433084,0.8037124397497692
762,Hiscox,3,0.0003076607527433084,0.8040201005025126
763,Cooper Standard,3,0.0003076607527433084,0.8043277612552558
764,Rakuten Advertising,3,0.0003076607527433084,0.8046354220079992
765,Watts Water,3,0.0003076607527433084,0.8049430827607424
766,DriveWealth,3,0.0003076607527433084,0.8052507435134858
767,Littelfuse,3,0.0003076607527433084,0.8055584042662292
768,Norfolk Southern,3,0.0003076607527433084,0.8058660650189724
769,Shake Shack,3,0.0003076607527433084,0.8061737257717158
770,Aledade,3,0.0003076607527433084,0.806481386524459
771,NewsBreak,3,0.0003076607527433084,0.8067890472772024
772,AES,3,0.0003076607527433084,0.8070967080299456
773,Bright Machines,3,0.0003076607527433084,0.807404368782689
774,Boston Medical Center,3,0.0003076607527433084,0.8077120295354323
775,ChargePoint,3,0.0003076607527433084,0.8080196902881756
776,New Balance,3,0.0003076607527433084,0.8083273510409189
777,TSC,3,0.0003076607527433084,0.8086350117936622
778,Swift,3,0.0003076607527433084,0.8089426725464055
779,Baker Hughes,3,0.0003076607527433084,0.8092503332991489
780,Reply,3,0.0003076607527433084,0.8095579940518921
781,Ryan,3,0.0003076607527433084,0.8098656548046355
782,Best Egg,3,0.0003076607527433084,0.8101733155573787
783,Greenlight,3,0.0003076607527433084,0.8104809763101221
784,Gannett Fleming,3,0.0003076607527433084,0.8107886370628653
785,AvePoint,3,0.0003076607527433084,0.8110962978156087
786,AllTrails,3,0.0003076607527433084,0.811403958568352
787,iSpot.tv,3,0.0003076607527433084,0.8117116193210953
788,Belden,3,0.0003076607527433084,0.8120192800738386
789,Chamberlain Group,3,0.0003076607527433084,0.8123269408265819
790,Rocket Lawyer,3,0.0003076607527433084,0.8126346015793252
791,Hyundai Motor Company,3,0.0003076607527433084,0.8129422623320685
792,EyeSouth Partners,3,0.0003076607527433084,0.8132499230848118
793,The Boyd Group,3,0.0003076607527433084,0.8135575838375552
794,BlueScope,3,0.0003076607527433084,0.8138652445902984
795,SumUp,3,0.0003076607527433084,0.8141729053430418
796,Imerys,3,0.0003076607527433084,0.814480566095785
797,Mariana Minerals,3,0.0003076607527433084,0.8147882268485284
798,QuEra Computing,3,0.0003076607527433084,0.8150958876012717
799,Uhaul,3,0.0003076607527433084,0.815403548354015
800,JINGDONG,3,0.0003076607527433084,0.8157112091067583
801,IEM,3,0.0003076607527433084,0.8160188698595016
802,Cooper University Health Care,3,0.0003076607527433084,0.8163265306122449
803,EnergyHub,3,0.0003076607527433084,0.8166341913649882
804,Sharecare,3,0.0003076607527433084,0.8169418521177315
805,NiCE,3,0.0003076607527433084,0.8172495128704749
806,SCAN,3,0.0003076607527433084,0.8175571736232181
807,Novanta,3,0.0003076607527433084,0.8178648343759615
808,University Health Network,3,0.0003076607527433084,0.8181724951287047
809,Lambda,3,0.0003076607527433084,0.8184801558814481
810,Harvard University,3,0.0003076607527433084,0.8187878166341913
811,Photon,3,0.0003076607527433084,0.8190954773869347
812,Coupang,3,0.0003076607527433084,0.819403138139678
813,Nationwide Children's Hospital,3,0.0003076607527433084,0.8197107988924213
814,Agilent Technologies,3,0.0003076607527433084,0.8200184596451646
815,Bank of America,3,0.0003076607527433084,0.8203261203979079
816,National Laboratory of the Rockies,3,0.0003076607527433084,0.8206337811506512
817,Atomic Semi,2,0.00020510716849553892,0.8208388883191468
818,DV Trading,2,0.00020510716849553892,0.8210439954876423
819,Bluestaq,2,0.00020510716849553892,0.8212491026561378
820,Pinterest,2,0.00020510716849553892,0.8214542098246334
821,ATCO,2,0.00020510716849553892,0.8216593169931289
822,MongoDB,2,0.00020510716849553892,0.8218644241616244
823,GoDaddy,2,0.00020510716849553892,0.82206953133012
824,MAXISIQ,2,0.00020510716849553892,0.8222746384986155
825,Corning,2,0.00020510716849553892,0.822479745667111
826,ArteraAI,2,0.00020510716849553892,0.8226848528356066
827,Workday,2,0.00020510716849553892,0.8228899600041022
828,Franklin Templeton,2,0.00020510716849553892,0.8230950671725977
829,Williams-Sonoma,2,0.00020510716849553892,0.8233001743410933
830,WTW,2,0.00020510716849553892,0.8235052815095888
831,Moloco,2,0.00020510716849553892,0.8237103886780843
832,Alation,2,0.00020510716849553892,0.8239154958465799
833,Mackenzie Investments,2,0.00020510716849553892,0.8241206030150754
834,RGA Reinsurance Company,2,0.00020510716849553892,0.8243257101835709
835,HCSC,2,0.00020510716849553892,0.8245308173520665
836,The Washington Post,2,0.00020510716849553892,0.824735924520562
837,Bosch,2,0.00020510716849553892,0.8249410316890575
838,Kensho,2,0.00020510716849553892,0.8251461388575531
839,Alexion,2,0.00020510716849553892,0.8253512460260486
840,Chemours,2,0.00020510716849553892,0.8255563531945441
841,Wellmark,2,0.00020510716849553892,0.8257614603630397
842,Dematic,2,0.00020510716849553892,0.8259665675315352
843,TJX,2,0.00020510716849553892,0.8261716747000307
844,W.W. Grainger,2,0.00020510716849553892,0.8263767818685263
845,Shawmut Design and Construction,2,0.00020510716849553892,0.8265818890370218
846,Capella,2,0.00020510716849553892,0.8267869962055174
847,BAE Systems,2,0.00020510716849553892,0.826992103374013
848,Capital Technology Group,2,0.00020510716849553892,0.8271972105425085
849,TripAdvisor,2,0.00020510716849553892,0.827402317711004
850,Inmar Intelligence,2,0.00020510716849553892,0.8276074248794996
851,X-energy,2,0.00020510716849553892,0.8278125320479951
852,Cook Group,2,0.00020510716849553892,0.8280176392164906
853,The Andersons,2,0.00020510716849553892,0.8282227463849862
854,Daimler Truck,2,0.00020510716849553892,0.8284278535534817
855,American Fidelity,2,0.00020510716849553892,0.8286329607219772
856,Advance Auto Parts,2,0.00020510716849553892,0.8288380678904728
857,Atlantic Health System,2,0.00020510716849553892,0.8290431750589683
858,Procter & Gamble (P&G),2,0.00020510716849553892,0.8292482822274638
859,MCG Health,2,0.00020510716849553892,0.8294533893959594
860,NT Concepts,2,0.00020510716849553892,0.8296584965644549
861,USA for UNHCR,2,0.00020510716849553892,0.8298636037329504
862,Axon,2,0.00020510716849553892,0.830068710901446
863,Stanford Health Care,2,0.00020510716849553892,0.8302738180699415
864,Gusto,2,0.00020510716849553892,0.8304789252384371
865,Western Union,2,0.00020510716849553892,0.8306840324069327
866,ASM International,2,0.00020510716849553892,0.8308891395754282
867,Charter Manufacturing,2,0.00020510716849553892,0.8310942467439237
868,Textron,2,0.00020510716849553892,0.8312993539124193
869,Sierra Nevada Corporation,2,0.00020510716849553892,0.8315044610809148
870,Ontario Teachers' Pension Plan,2,0.00020510716849553892,0.8317095682494103
871,Ithaka,2,0.00020510716849553892,0.8319146754179059
872,Deloitte,2,0.00020510716849553892,0.8321197825864014
873,Loft,2,0.00020510716849553892,0.8323248897548969
874,Howard Hughes Medical Institute (HHMI),2,0.00020510716849553892,0.8325299969233925
875,The Kinetic Group,2,0.00020510716849553892,0.832735104091888
876,Invesco,2,0.00020510716849553892,0.8329402112603835
877,Ekimetrics,2,0.00020510716849553892,0.8331453184288791
878,FMC Corporation,2,0.00020510716849553892,0.8333504255973746
879,"Medpace, Inc.",2,0.00020510716849553892,0.8335555327658701
880,Auctane,2,0.00020510716849553892,0.8337606399343657
881,IKO,2,0.00020510716849553892,0.8339657471028612
882,Woven,2,0.00020510716849553892,0.8341708542713567
883,Generate Biomedicines,2,0.00020510716849553892,0.8343759614398524
884,Dow Jones,2,0.00020510716849553892,0.8345810686083479
885,Uber Freight,2,0.00020510716849553892,0.8347861757768434
886,S&C Electric Company,2,0.00020510716849553892,0.834991282945339
887,ALSO,2,0.00020510716849553892,0.8351963901138345
888,Group 1001,2,0.00020510716849553892,0.83540149728233
889,Olsson,2,0.00020510716849553892,0.8356066044508256
890,Webster Bank,2,0.00020510716849553892,0.8358117116193211
891,Waabi,2,0.00020510716849553892,0.8360168187878166
892,Space Dynamics Laboratory,2,0.00020510716849553892,0.8362219259563122
893,Epiroc,2,0.00020510716849553892,0.8364270331248077
894,Wealthsimple,2,0.00020510716849553892,0.8366321402933032
895,City of Charlotte,2,0.00020510716849553892,0.8368372474617988
896,Main Line Health,2,0.00020510716849553892,0.8370423546302943
897,Michael Baker International,2,0.00020510716849553892,0.8372474617987898
898,CLEAR,2,0.00020510716849553892,0.8374525689672854
899,GitHub,2,0.00020510716849553892,0.8376576761357809
900,SSOE Group,2,0.00020510716849553892,0.8378627833042764
901,O'Reilly Auto Parts,2,0.00020510716849553892,0.838067890472772
902,Tri-State Generation and Transmission Association,2,0.00020510716849553892,0.8382729976412676
903,NRG Energy,2,0.00020510716849553892,0.8384781048097631
904,Graybar,2,0.00020510716849553892,0.8386832119782587
905,PMG,2,0.00020510716849553892,0.8388883191467542
906,Elf Beauty,2,0.00020510716849553892,0.8390934263152497
907,Genworth Financial,2,0.00020510716849553892,0.8392985334837453
908,Vendelux,2,0.00020510716849553892,0.8395036406522408
909,Flock Safety,2,0.00020510716849553892,0.8397087478207363
910,Lamb Weston,2,0.00020510716849553892,0.8399138549892319
911,NOV,2,0.00020510716849553892,0.8401189621577274
912,Bread Financial,2,0.00020510716849553892,0.8403240693262229
913,Upstart,2,0.00020510716849553892,0.8405291764947185
914,Dow Chemical Company,2,0.00020510716849553892,0.840734283663214
915,Garda Capital Partners,2,0.00020510716849553892,0.8409393908317095
916,Amynta Group,2,0.00020510716849553892,0.8411444980002051
917,Four Hands,2,0.00020510716849553892,0.8413496051687006
918,Michelin,2,0.00020510716849553892,0.8415547123371961
919,Haven Studios,2,0.00020510716849553892,0.8417598195056917
920,Kairos Power,2,0.00020510716849553892,0.8419649266741872
921,Energy Northwest,2,0.00020510716849553892,0.8421700338426829
922,Kroll,2,0.00020510716849553892,0.8423751410111784
923,Withum,2,0.00020510716849553892,0.8425802481796739
924,MERGE,2,0.00020510716849553892,0.8427853553481695
925,Tarsus Pharamceuticals,2,0.00020510716849553892,0.842990462516665
926,Verition Fund Management,2,0.00020510716849553892,0.8431955696851605
927,Pivotal Software,2,0.00020510716849553892,0.843400676853656
928,GE Appliances,2,0.00020510716849553892,0.8436057840221516
929,Flexera,2,0.00020510716849553892,0.8438108911906471
